series_id,Cs,cover_m,cover_mm,D28,m_aging,C_th,t_init_idx,t_init_year,onset_observed
187,1.595235717801613,0.04983594118055456,49.835941180554556,5.875007159268423e-12,0.21957124998463487,0.47899760850544104,270.0,20.698151950718685,True
188,0.6965189415975301,0.04956340068202387,49.56340068202387,6.0245231871094735e-12,0.42757057132689336,0.4618360937988706,,,False
189,0.6165978984969007,0.07187815679372264,71.87815679372264,4.636435214571749e-12,0.44958789888472583,0.1365120564615078,,,False
190,1.3614506603647727,0.041943288788880956,41.943288788880956,5.7939660243470576e-12,0.352643807335131,0.15031497235903735,127.0,9.735797399041752,True
191,1.1710976163045541,0.0830886363104234,83.0886363104234,5.4311902221235236e-12,0.33225254931260584,0.3645575858939464,,,False
192,1.3111200759674109,0.0697592034666105,69.7592034666105,3.835714103509212e-12,0.39427715661769613,0.48922881435926535,,,False
193,0.6074164577970208,0.07740831699011043,77.40831699011044,7.743679143899751e-12,0.27349681369425816,0.2443803978507866,,,False
194,0.5687123253384784,0.0719470460806235,71.9470460806235,7.527791746379243e-12,0.23921437821284441,0.31914330122987866,,,False
195,1.069112056654304,0.049631197798075934,49.63119779807593,6.9065895029940885e-12,0.30893487911406237,0.2896605878193669,361.0,27.67419575633128,True
196,0.940088611162504,0.07776106686955417,77.76106686955417,5.547442138695522e-12,0.44084027029353456,0.4741593529609316,,,False
197,0.7861625515867976,0.05450776983205568,54.50776983205568,6.977650853362229e-12,0.20201762360009512,0.23338975475454513,223.0,17.09514031485284,True
198,0.9796532664648612,0.09078003602793369,90.78003602793369,3.649282378665731e-12,0.4078975279365572,0.2826594890991378,,,False
199,1.3702928615990215,0.1037345133271714,103.7345133271714,4.484051560501578e-12,0.3248616809075501,0.1615542451036272,,,False
200,1.1895452125318893,0.06606782276920203,66.06782276920204,4.583655698415759e-12,0.32646422991355784,0.1799888437020345,747.0,57.26488706365503,True
201,0.6858201541699044,0.06025378923682037,60.253789236820374,8.706000026801866e-12,0.3308995397347376,0.315812511311301,,,False
202,0.6445788498629484,0.10529021460125973,105.29021460125973,7.878037184980763e-12,0.2958484844253684,0.38409779829024315,,,False
203,0.8360083401337679,0.10291653583427757,102.91653583427757,7.883872918161829e-12,0.32047775352117824,0.43854847752898063,,,False
204,0.9037959818029225,0.09262775712085242,92.62775712085242,7.04674958683414e-12,0.32678048535981097,0.2621839561128596,,,False
205,0.9901892934719182,0.08310244962716026,83.10244962716027,3.8386646506509e-12,0.4423202019253839,0.4260744819107263,,,False
206,0.3979256409117443,0.05067775423839671,50.67775423839671,6.2425611752875974e-12,0.34837920512903686,0.3424758685620052,,,False
207,0.8067075350541184,0.05016705768157148,50.16705768157148,3.733212870555238e-12,0.4319721597681555,0.379792475485039,,,False
208,0.6462032268606208,0.06738689287072142,67.38689287072141,6.55365483281935e-12,0.2786051698784089,0.48758759863293144,,,False
209,0.4342508413163033,0.09804939619795722,98.04939619795722,6.5787375441048434e-12,0.2713332200115873,0.5086977656377678,,,False
210,0.552131415500236,0.08278567430982525,82.78567430982525,3.757071505862627e-12,0.277153803082339,0.34537333454191166,,,False
211,0.9981710804492804,0.10652734225376728,106.52734225376729,6.244929484660582e-12,0.36608128806729495,0.3648106545378399,,,False
212,0.7847596637410691,0.06872873901322171,68.72873901322171,3.64198927679026e-12,0.2941536306379847,0.38339480487227484,,,False
213,0.7259582295589996,0.05761402140192465,57.614021401924646,6.2982512563869116e-12,0.29280870214170596,0.3691373321188427,,,False
